1993,357
1993,357.31
1993,358.47
1993,359.27
1993,360.19
1993,359.52
1993,357.33
1993,355.64
1993,354.03
1993,354.12
1993,355.41
1993,356.91
1994,358.24
1994,358.92
1994,359.99
1994,361.23
1994,361.65
1994,360.81
1994,359.38
1994,357.46
1994,355.73
1994,356.07
1994,357.53
1994,358.98
1995,359.92
1995,360.86
1995,361.83
1995,363.3
1995,363.69
1995,363.19
1995,361.64
1995,359.12
1995,358.17
1995,357.99
1995,359.45
1995,360.68
1996,362.07
1996,363.24
1996,364.17
1996,364.57
1996,365.13
1996,364.92
1996,363.55
1996,361.38
1996,359.54
1996,359.58
1996,360.89
1996,362.24
1997,363.09
1997,364.03
1997,364.51
1997,366.35
1997,366.64
1997,365.59
1997,364.31
1997,362.25
1997,360.29
1997,360.82
1997,362.49
1997,364.38
1998,365.26
1998,365.98
1998,367.24
1998,368.66
1998,369.42
1998,368.99
1998,367.82
1998,365.95
1998,364.02
1998,364.4
1998,365.52
1998,367.13
1999,368.18
1999,369.07
1999,369.68
1999,370.99
1999,370.96
1999,370.3
1999,369.45
1999,366.9
1999,364.81
1999,365.37
1999,366.72
1999,368.1
2000,369.29
2000,369.54
2000,370.6
2000,371.81
2000,371.58
2000,371.7
2000,369.86
2000,368.13
2000,367
2000,367.03
2000,368.37
2000,369.67
2001,370.59
2001,371.51
2001,372.43
2001,373.37
2001,373.85
2001,373.21
2001,371.51
2001,369.61
2001,368.18
2001,368.45
2001,369.76
2001,371.24
2002,372.53
2002,373.2
2002,374.12
2002,375.02
2002,375.76
2002,375.52
2002,374.01
2002,371.85
2002,370.75
2002,370.55
2002,372.25
2002,373.79
2003,374.88
2003,375.64
2003,376.45
2003,377.73
2003,378.6
2003,378.28
2003,376.7
2003,374.38
2003,373.17
2003,373.14
2003,374.66
2003,375.99
2004,377
2004,377.87
2004,378.88
2004,380.35
2004,380.62
2004,379.69
2004,377.47
2004,376.01
2004,374.25
2004,374.46
2004,376.16
2004,377.51
2005,378.46
2005,379.73
2005,380.77
2005,382.29
2005,382.45
2005,382.21
2005,380.74
2005,378.74
2005,376.7
2005,377
2005,378.35
2005,380.11
2006,381.38
2006,382.19
2006,382.67
2006,384.61
2006,385.03
2006,384.05
2006,382.46
2006,380.41
2006,378.85
2006,379.13
2006,380.15
2006,381.82
2007,382.89
2007,383.9
2007,384.58
2007,386.5
2007,386.56
2007,386.1
2007,384.5
2007,381.99
2007,380.96
2007,381.12
2007,382.45
2007,383.95
2008,385.52
2008,385.82
2008,386.03
2008,387.21
2008,388.54
2008,387.76
2008,386.36
2008,384.09
2008,383.18
2008,382.99
2008,384.19
2008,385.56
2009,386.94
2009,387.48
2009,388.82
2009,389.55
2009,390.14
2009,389.48
2009,388.03
2009,386.11
2009,384.74
2009,384.43
2009,386.02
2009,387.42
2010,388.71
2010,390.2
2010,391.17
2010,392.46
2010,393
2010,392.15
2010,390.2
2010,388.35
2010,386.85
2010,387.24
2010,388.67
2010,389.79
2011,391.33
2011,391.86
2011,392.6
2011,393.25
2011,394.19
2011,393.73
2011,392.51
2011,390.13
2011,389.08
2011,389
2011,390.28
2011,391.86
2012,393.12
2012,393.86
2012,394.4
2012,396.18
2012,396.74
2012,395.71
2012,394.36
2012,392.39
2012,391.11
2012,391.05
2012,392.98
2012,394.34
2013,395.55
2013,396.8
2013,397.43
2013,398.41
2013,399.78
2013,398.61
2013,397.32
2013,395.2
2013,393.45
2013,393.7
2013,395.16
2013,396.84
2014,397.85
2014,398.01
2014,399.77
2014,401.38
2014,401.78
2014,401.25
2014,399.1
2014,397.03
2014,395.38
2014,396.03
2014,397.28
2014,398.91
2015,399.98
2015,400.28
2015,401.54
2015,403.28
2015,403.96
2015,402.8
2015,401.31
2015,398.93
2015,397.63
2015,398.29
2015,400.16
2015,401.85
2016,402.56
2016,404.12
2016,404.87
2016,407.45
2016,407.72
2016,406.83
2016,404.41
2016,402.27
2016,401.05
2016,401.59
2016,403.55
2016,404.45
2017,406.17
2017,406.46
2017,407.22
2017,409.04
2017,409.69
2017,408.88
2017,407.12
2017,405.13
2017,403.37
2017,403.63
2017,405.12
2017,406.81
